GENE	CHR	START	END
390264	11	123876282	123897217
219870	11	123883720	123904655
219869	11	123890330	123911265
390265	11	123898773	123919708
4013	11	123976111	124027619
26492	11	124085398	124106312
26494	11	124110423	124131287
219865	11	124124723	124145763
283159	11	124169736	124190662
283160	11	124179158	124200093
26595	11	124242298	124286648
390271	11	124256306	124277247
283162	11	124283838	124304767
26493	11	124300046	124320981
219858	11	124402618	124423550
390275	11	124429965	124450945
116337	11	124471453	124500252
84897	11	124482742	124515822
54414	11	124495685	124556199
53340	11	124533740	124574690
4900	11	124599829	124627102
23584	11	124607370	124632109
90952	11	124613019	124642223
79684	11	124626388	124680868
64221	11	124725305	124761370
54538	11	124744114	124777857
220296	11	124779089	124816308
641654	11	124779146	124800573
80071	11	124814017	124921385
219855	11	124922963	124970412
219854	11	124954266	124991659
63876	11	125024559	125313285
9638	11	125305641	125376206
403312	11	125355104	125376769
9538	11	125429298	125464575
3703	11	125452690	125502654
1111	11	125485031	125556150
56	11	125532229	125560809
160065	11	125606180	125629743
399967	11	125636025	125658714
100169851	11	125648006	125671495
399968	11	125693211	125719967
219844	11	125743509	125780541
83480	11	125753380	125783145
29118	11	125764261	125803005
338667	11	125807319	125836735
50937	11	125816713	125943187
84881	11	126061989	126091587
79607	11	126071619	126142879
6734	11	126122814	126148877
55572	11	126128935	126158027
114609	11	126142800	126174828
28960	11	126163647	126225644
6484	11	126215540	126294536
84623	11	126283388	126880766
2113	11	128318656	128467453
2313	11	128546430	128693162
3758	11	128697909	128747268
3762	11	128751313	128801060
219833	11	128759460	128786126
63970	11	128794627	128823294
9743	11	128824955	129072093
8538	11	129235879	129332174
120224	11	129675732	129739898
4798	11	129723670	129775490
56980	11	129759601	129882730
334	11	129929716	130024706
6768	11	130019682	130090257
29068	11	130086572	130194663
11095	11	130264660	130308539
170689	11	130308869	130356539
283171	11	130532851	130597247
399979	11	130735766	130796382
50863	11	131230371	132216716
4978	11	132274875	133412403
219938	11	133700517	133725433
22997	11	133768520	133836649
83700	11	133928820	134031652
23310	11	134012337	134104426
112936	11	134084561	134127686
29087	11	134108172	134133289
27034	11	134113428	134145749
112937	11	134135293	134199458
89944	11	134191768	134256222
27087	11	134238398	134291880
440073	12	166049	297626
6539	12	289243	333740
6540	12	319787	382039
5927	12	379223	508620
84318	12	488516	561811
283358	12	559543	681503
4815	12	663462	782755
65125	12	851759	1030618
5893	12	1011255	1109774
23085	12	1090404	1615099
144699	12	1665159	1713331
81029	12	1673823	1766379
79602	12	1790147	1907845
93589	12	1891123	2037870
654429	12	1919433	1955919
196513	12	2045214	2123677
775	12	2069952	2817115
2288	12	2894108	2924589
55846	12	2911716	2944237
83714	12	2924514	2954372
101929469	12	2947293	2975317
2305	12	2956846	2996321
83695	12	2975424	3008691
7289	12	2990033	3060306
7004	12	3058478	3159842
10867	12	3176521	3405730
56341	12	3480515	3713139
84766	12	3712122	3872366
57097	12	3897410	3992608
894	12	4372901	4424522
57103	12	4420359	4479194
8074	12	4467393	4498894
2251	12	4533308	4564780
57102	12	4586899	4657674
10635	12	4637940	4679213
8798	12	4661375	4733041
10566	12	4713837	4768213
4704	12	4748264	4806720
26290	12	4819752	4891892
3742	12	4908342	4971093
3736	12	5009073	5037422
3741	12	5143085	5165954
4908	12	5531280	5614465
57101	12	5661817	6065398
7450	12	6048040	6243836
928	12	6299482	6357437
55200	12	6409602	6447672
7132	12	6427923	6461283
6337	12	6446009	6496896
4055	12	6474534	6510737
939	12	6544051	6570884
55080	12	6551177	6581488
6843	12	6561403	6589843
51258	12	6591316	6612471
9918	12	6592547	6651132
2597	12	6633585	6657537
25900	12	6638694	6675249
4839	12	6656036	6687498
1108	12	6669248	6726551
57121	12	6718001	6755297
84519	12	6737241	6766594
51147	12	6749704	6782311
171017	12	6765643	6808738
196500	12	6792957	6820009
50813	12	6823150	6851041
8079	12	6847158	6872721
5763	12	6865255	6890118
3902	12	6871670	6897621
920	12	6888638	6939976
27239	12	6920963	6946583
10536	12	6927572	6959018
2784	12	6939375	6966564
83461	12	6947972	6971128
8078	12	6951285	6985796
7167	12	6966288	6990110
84727	12	6970099	6992521
10233	12	7003897	7033406
2026	12	7013614	7042860
1822	12	7023626	7061484
113246	12	7042146	7065165
5777	12	7045740	7080479
11331	12	7064515	7089981
10436	12	7069944	7095165
10162	12	7075347	7135842
716	12	7157819	7188336
51279	12	7236000	7271869
83758	12	7266280	7291466
9746	12	7271681	7321541
5830	12	7331759	7381170
341392	12	7446928	7490969
283316	12	7497556	7606778
9332	12	7613412	7666414
339	12	7791996	7833195
9573	12	7832381	7858360
359787	12	7854089	7880155
170482	12	7870235	7912069
360030	12	7907812	7936717
79923	12	7931995	7958655
144195	12	7955110	8053792
6515	12	8061824	8098895
55810	12	8175298	8218118
719	12	8200919	8228955
25977	12	8224807	8260373
50856	12	8266228	8301203
440077	12	8280807	8342642
55138	12	8363856	8390214
93978	12	8598591	8640926
338339	12	8656136	8684962
26253	12	8675901	8703558
57379	12	8744762	8775463
8076	12	8788540	8825433
57494	12	8824273	8945688
144568	12	8965150	9039381
1911	12	9057292	9104063
4074	12	9082957	9112357
10219	12	9132137	9173343
2	12	9210304	9278558
5858	12	9291436	9370966
728715	12	9539658	9565776
408186	12	9671848	9727876
3820	12	9737870	9770497
29121	12	9812304	9862151
160365	12	9858456	9895895
969	12	9895082	9923497
51348	12	9970038	10007604
9976	12	9994968	10032458
100431172	12	10024088	10058432
387836	12	10041272	10094980
160364	12	10093915	10157704
51266	12	10135660	10163381
387837	12	10153231	10181399
283420	12	10173276	10228612
51267	12	10213012	10261655
64581	12	10259376	10292868
4973	12	10300899	10334790
120939	12	10321557	10354403
23710	12	10355435	10385727
3824	12	10447050	10479850
22914	12	10514952	10552653
100528032	12	10514952	10572745
8302	12	10531529	10572370
3823	12	10554914	10583194
3822	12	10573198	10598780
3821	12	10584863	10617215
55110	12	10746364	10776208
55359	12	10761538	10836917
8531	12	10841676	10886047
50837	12	10944131	10965226
50836	12	10948650	10969579
50835	12	10951693	10972767
50839	12	10967945	10988868
11272	12	10988448	11012075
5554	12	11023560	11046874
50838	12	11050525	11072161
5555	12	11071834	11097444
50840	12	11080853	11101806
259296	12	11128512	11149511
259295	12	11138561	11160474
259294	12	11164271	11185170
259290	12	11172986	11194006
259292	12	11203964	11224893
259289	12	11233886	11254912
259293	12	11275884	11296843
100129361	12	11313780	11338619
353164	12	11328599	11349543
5544	12	11408847	11432656
5545	12	11450015	11473369
5542	12	11494757	11518524
653247	12	11534474	11558498
2120	12	11792788	12058336
79370	12	12213873	12262629
100506248	12	12253949	12275090
4040	12	12258959	12429811
54682	12	12472195	12513475
118426	12	12499967	12647587
80824	12	12616216	12725773
1389	12	12754831	12808041
2842	12	12803995	12859121
1027	12	12860302	12885305
81575	12	12868851	12954400
51202	12	12956280	12992915
9052	12	13033956	13076600
55507	12	13083407	13116828
50865	12	13117798	13163243
57613	12	13187300	13246383
83445	12	13226471	13266659
2012	12	13339602	13379708
2904	12	13703684	14143022
55729	12	14508566	14665864
79887	12	14646597	14730791
2984	12	14755566	14859519
121504	12	14910933	14934093
55766	12	14917270	14940936
51729	12	14927513	14966420
144608	12	14945997	14986792
440087	12	14947584	14977116
420	12	14972245	15006413
4256	12	15024115	15048853
121506	12	15056961	15101463
397	12	15084949	15124562
5149	12	15115956	15144799
85004	12	15250716	15384411
5800	12	15465191	15761265
2059	12	15763075	15952510
11171	12	16025288	16066412
51071	12	16054186	16200315
729025	12	16331419	16440619
4257	12	16490076	16540123
55885	12	16691306	16771148
79785	12	18223803	18253139
5288	12	18385912	18811352
89869	12	18826110	18901020
93661	12	18881045	18902122
54477	12	19272626	19539334
121536	12	19582608	19685173
5139	12	20512179	20850575
53919	12	20838289	20916320
28234	12	20953638	21080019
338821	12	21158630	21253040
10599	12	21274128	21402730
6579	12	21407534	21558371
3375	12	21515802	21542914
79912	12	21580538	21634184
5965	12	21611844	21664603
51026	12	21644699	21681337
80763	12	21669256	21694210
2998	12	21674461	21793722
3945	12	21778275	21820789
3764	12	21907889	21938436
10060	12	21940323	22104797
55907	12	22189108	22228608
6489	12	22336325	22497648
9847	12	22591511	22707452
55500	12	22768076	22853608
6660	12	23672438	24725383
586	12	24952958	25112393
196415	12	25136358	25160373
645177	12	25147276	25194039
4033	12	25195181	25271269
55259	12	25251223	25358096
144363	12	25338150	25367949
3845	12	25348180	25413870
160492	12	25619016	25811496
11228	12	26101964	26242825
79365	12	26262959	26288003
8082	12	26338032	26397710
3709	12	26478285	26996131
55726	12	27048112	27101254
26127	12	27081305	27129581
51768	12	27114503	27177360
9412	12	27165455	27193606
728858	12	27223990	27245455
23012	12	27387078	27488892
56938	12	27475787	27588746
341346	12	27609743	27665118
8496	12	27667045	27858497
387849	12	27839428	27860566
60488	12	27853706	27919237
100287284	12	27905599	27934209
57542	12	27923187	27965973
5744	12	28101017	28135664
55297	12	28333360	28713099
55711	12	29291936	29498549
51290	12	29483579	29544143
341350	12	29570489	29660619
83857	12	29643746	29947692
10526	12	30771915	30858929
65981	12	30852486	30917448
441631	12	31069536	31159537
1663	12	31216779	31267733
144203	12	31254586	31369088
58516	12	31423356	31489159
160518	12	31525157	31753952
254013	12	31790094	31832016
196394	12	31814071	31892108
440093	12	31934119	31955175
55196	12	32102353	32156041
636	12	32249713	32546567
121512	12	32542518	32808984
10059	12	32822134	32908584
51067	12	32868195	32918895
5318	12	32933680	33059780
341359	12	33518348	33602754
84920	12	34165216	34191237
144245	12	38700557	38733528
144402	12	39036002	39310395
55605	12	39677030	39847192
225	12	39935022	40023843
283461	12	40009972	40125716
114134	12	40138823	40509847
120892	12	40608813	40773087
283463	12	40781677	40974632
1272	12	41076244	41476214
29951	12	41572250	41978392
283464	12	42465647	42548673
10138	12	42540906	42642154
85437	12	42695888	42729932
51535	12	42709947	42852422
144165	12	42842140	42993572
80070	12	43738012	43955724
83448	12	44111828	44162620
51135	12	44142747	44193346
5756	12	44177526	44210178
84216	12	44219853	44793543
4753	12	44892058	45317711
440097	12	45398539	45454882
196527	12	45599770	45844187
196528	12	46113494	46311820
9169	12	46302914	46395898
81539	12	46566838	46673208
54407	12	46741971	46776645
55089	12	47148544	47236205
347902	12	47459490	47483734
91523	12	47463386	47640446
79657	12	48045715	48109844
8909	12	48093517	48129355
10411	12	48118453	48174846
55652	12	48142426	48186536
51564	12	48166505	48223763
7421	12	48225320	48308814
79022	12	48347330	48372661
1280	12	48356748	48408285
29843	12	48426681	48510091
5213	12	48489656	48550187
140461	12	48531572	48561377
387856	12	48567366	48589709
121275	12	48585620	48609103
341567	12	48712763	48734062
121274	12	48719065	48755029
23519	12	48856448	48876843
121273	12	48866283	48900297
341568	12	48909415	48931886
3906	12	48951467	48973829
54934	12	49036994	49086035
904	12	49072241	49120781
112	12	49149975	49192820
784	12	49198215	49232726
9416	12	49213539	49255957
27289	12	49240916	49269653
85478	12	49287893	49335696
51303	12	49305742	49329330
377	12	49319987	49361309
7480	12	49349123	49375641
7471	12	49362236	49386396
23109	12	49378933	49403088
5571	12	49386055	49423012
8085	12	49402758	49463935
121268	12	49448467	49473808
50846	12	49473204	49498602
55716	12	49480334	49514683
10376	12	49511565	49535304
7846	12	49568578	49593107
84790	12	49611715	49677117
5630	12	49678796	49702481
10024	12	49706971	49735514
338761	12	49716200	49740971
79962	12	49730721	49757467
65244	12	49750688	49931208
23416	12	49922834	49962091
10445	12	49942077	49971928
84070	12	49966658	50009433
25766	12	50007197	50048452
91010	12	50021724	50111197
7009	12	50125293	50168717
57701	12	50174929	50232208
144233	12	50219826	50246912
23017	12	50250679	50307760
359	12	50334524	50362664
362	12	50345279	50369465
363	12	50350874	50380922
29127	12	50372945	50435586
41	12	50441420	50487405
6602	12	50468760	50504494
2819	12	50487602	50515103
84987	12	50493418	50524240
91012	12	50513581	50571154
51474	12	50559563	50687353
121006	12	50711095	50800405
113251	12	50784592	50883788
57609	12	50888768	51152450
466	12	51147789	51224943
283471	12	51226701	51291667
25840	12	51307780	51336300
613227	12	51336200	51374668
4891	12	51363566	51432118
25875	12	51432082	51464207
81566	12	51444988	51487454
7024	12	51477539	51576926
5463	12	51570719	51621477
9802	12	51622508	51650501
57228	12	51629133	51674202
51411	12	51664822	51728446
1990	12	51712227	51750463
11226	12	51735654	51795739
9498	12	51775101	51919547
6334	12	51974050	52216648
401720	12	52201676	52252364
341405	12	52271745	52295505
94	12	52290657	52327145
91	12	52335451	52400863
160622	12	52390729	52419673
3164	12	52406616	52463291
60673	12	52453758	52481279
144501	12	52552780	52595798
283403	12	52589365	52614639
3855	12	52616954	52652709
3892	12	52632892	52712947
3887	12	52669697	52695299
3889	12	52698085	52725182
3891	12	52743790	52771309
3890	12	52761596	52789417
3888	12	52777735	52810176
9119	12	52807854	52838110
3854	12	52830435	52855910
286887	12	52852300	52877569
3853	12	52870958	52897181
3852	12	52898359	52924328
112802	12	52927693	52956931
121391	12	52949603	52977609
140807	12	52969373	53005322
319101	12	52991354	53022343
3849	12	53028342	53055959
3848	12	53058520	53084191
374454	12	53073396	53107247
51350	12	53151939	53181129
3850	12	53173469	53199892
3851	12	53190327	53217900
338785	12	53205231	53238077
196374	12	53221588	53252778
3856	12	53280971	53353650
3875	12	53332655	53356690
1975	12	53389942	53445993
23371	12	53430810	53468163
84926	12	53448100	53483204
3489	12	53481436	53506128
8435	12	53487274	53528323
51380	12	53541447	53585422
283337	12	53564535	53594654
3695	12	53575102	53611065
5916	12	53594350	53636040
84975	12	53635035	53658190
9700	12	53652083	53697427
5204	12	53679235	53703234
60314	12	53683132	53710965
8086	12	53691240	53725412
121340	12	53710359	53740167
6667	12	53763979	53820230
269	12	53807594	53835439
54458	12	53825433	53850427
5094	12	53835886	53884946
7786	12	53863456	53903444
6895	12	53883557	53910215
8620	12	53890472	53911422
11016	12	53891640	54030200
517	12	54048944	54080512
57658	12	54094902	54131307
3229	12	54322576	54350328
3228	12	54338714	54360350
3227	12	54356910	54380203
3226	12	54364466	54394063
3221	12	54378716	54459814
3225	12	54383877	54407121
3224	12	54392890	54416547
3223	12	54400642	54434607
3222	12	54400642	54439145
23583	12	54564142	54592778
23468	12	54614730	54683915
3178	12	54664480	54690871
4778	12	54675891	54728869
22818	12	54708874	54755635
53831	12	54746229	54768270
25946	12	54752913	54795083
3678	12	54779045	54823050
121355	12	54839736	54877386
3071	12	54881495	54946899
5153	12	54933177	54983023
5502	12	54959176	54992451
90070	12	55014623	55038663
117159	12	55028375	55052277
118430	12	55238299	55262177
9840	12	55332087	55388965
58158	12	55403729	55433801
441639	12	55513553	55534560
121364	12	55604809	55625759
254783	12	55631072	55652010
283365	12	55678072	55699016
390321	12	55704384	55725322
254786	12	55715485	55736420
390323	12	55748895	55769833
403282	12	55784313	55805251
390326	12	55810038	55830976
341416	12	55835998	55856936
390327	12	55852984	55873922
403284	12	55876162	55897100
341418	12	55935011	55955940
121129	12	55958199	55979128
121130	12	56020676	56041617
196410	12	56065330	56088395
3679	12	56068352	56119821
2647	12	56099818	56123491
5959	12	56104151	56128526
967	12	56109227	56133457
10220	12	56127064	56156665
84324	12	56136247	56221540
29095	12	56201806	56224959
85406	12	56204744	56234337
4327	12	56219214	56246767
84305	12	56285197	56331697
1606	12	56314946	56357811
6490	12	56337889	56370523
1017	12	56350556	56376573
5869	12	56357697	56400467
6821	12	56381043	56409309
64375	12	56391268	56442219
6231	12	56425686	56448007
2065	12	56463809	56507291
5036	12	56488103	56517694
6171	12	56500374	56521616
84872	12	56502030	56527143
23344	12	56511985	56557259
140465	12	56536040	56561771
4637	12	56542045	56565366
6601	12	56545636	56593351
10193	12	56586288	56625753
79035	12	56605813	56633638
283375	12	56613820	56641630
283373	12	56621591	56662143
93058	12	56650642	56674750
1431	12	56655483	56704175
10330	12	56694212	56720128
9924	12	56700007	56737837
51561	12	56722663	56744194
6773	12	56725381	56764058
319	12	56744355	56766583
8914	12	56800157	56853200
4284	12	56833286	56858435
283377	12	56852301	56874769
27165	12	56854728	56892198
5939	12	56905607	57004859
11176	12	56979380	57040600
506	12	57021959	57049852
10728	12	57047125	57092138
4666	12	57096211	57129326
5557	12	57115364	57156146
8630	12	57136237	57191574
121214	12	57306938	57338189
8608	12	57335215	57363158
11318	12	57378355	57400469
9880	12	57382617	57410297
6866	12	57393781	57420344
4640	12	57412301	57454549
23306	12	57439426	57482574
4665	12	57472677	57499259
6778	12	57479187	57515196
4035	12	57512282	57617142
11247	12	57600578	57630232
6472	12	57613356	57638718
56901	12	57618686	57644545
246329	12	57627241	57654971
22864	12	57637547	57834782
3626	12	57818543	57854609
83729	12	57839096	57861791
2735	12	57843918	57876051
64333	12	57856038	57892756
4141	12	57871736	57920438
1649	12	57900371	57924300
114785	12	57905463	57933931
10540	12	57913833	57951114
3798	12	57933812	57990416
79837	12	57974942	58007211
196403	12	57988110	58013585
115557	12	57993963	58021028
65012	12	58003693	58029934
2583	12	58009678	58037022
10956	12	58077738	58125340
116986	12	58107544	58145984
6302	12	58128784	58152026
1019	12	58131510	58156304
92979	12	58138881	58164193
1594	12	58146117	58170976
4234	12	58152254	58175914
25895	12	58156383	58186324
10102	12	58166528	58206639
10677	12	58180415	58220193
10106	12	58203710	58250747
91419	12	58325324	58361052
121227	12	59255937	59324319
9194	12	59979821	60193636
338811	12	62092029	62596620
9958	12	62644121	62813501
23041	12	62850597	63001363
57460	12	63027762	63338665
552	12	63526539	63557971
283417	12	63942693	64072354
10329	12	64163583	64213338
57522	12	64228276	64551643
144577	12	64570098	64626076
115749	12	64650763	64794345
11260	12	64788153	64852464
29110	12	64835840	64905899
283349	12	64994293	65101347
2799	12	65097222	65163226
23329	12	65208352	65284802
11197	12	65434404	65525346
23592	12	65553351	65652141
253827	12	65662423	65870687
8091	12	66208240	66370071
100129940	12	66243782	66285821
84298	12	66506849	66534533
51643	12	66520717	66573808
11213	12	66572978	66658402
92797	12	66686335	66747423
23426	12	66731178	67473014
55832	12	67653061	67718388
8445	12	68032512	68066444
3458	12	68538550	68563521
55801	12	68585129	68629571
50616	12	68632025	68657379
56890	12	68678346	68736161
5908	12	68994619	69064385
57122	12	69070731	69146473
55508	12	69129910	69169853
4193	12	69191952	69249324
1368	12	69234955	69367020
11052	12	69623317	69678138
4069	12	69732134	69758013
8089	12	69743490	69794576
10818	12	69854129	69983573
10576	12	69969206	70020595
376132	12	69992344	70014942
144453	12	70027334	70103196
117177	12	70122466	70226984
196446	12	70264016	70362502
4848	12	70626774	70758773
27345	12	70750062	70838072
5787	12	70900630	71041220
5801	12	71021853	71324584
7103	12	71508877	71561779
8549	12	71822931	71990090
196441	12	71993379	72067749
83591	12	72047677	72084428
55266	12	72069878	72107840
23011	12	72138658	72191150
64786	12	72223487	72330629
121278	12	72322626	72436221
29953	12	72656314	73069422
552889	12	74921551	74945232
3747	12	75423858	75613584
84698	12	75659759	75794681
256710	12	75717550	75774170
144321	12	75774850	75836468
11010	12	75864513	75905716
11103	12	75881419	75915418
22822	12	76409227	76435556
4673	12	76428672	76488738
79738	12	76728266	76752222
114882	12	76735577	76963589
23390	12	77147854	77257481
1466	12	77242495	77282814
144455	12	77405026	77469360
89795	12	78214685	78616790
6857	12	79247773	79855788
5074	12	79975745	80094877
4659	12	80157343	80339235
283310	12	80573151	80782870
374462	12	80828126	81083968
4618	12	81091408	81113257
4617	12	81100708	81123447
8825	12	81181171	81341702
79611	12	81461797	81660538
8499	12	81642045	82163109
29080	12	82736083	82762584
84190	12	82742276	82883018
160335	12	83070731	83538647
55117	12	85243267	85316608
144448	12	85398090	85440055
84125	12	85420099	85668235
8092	12	85663713	85705562
9182	12	86188331	86240318
4922	12	86258073	86286770
25834	12	86363037	87242681
160419	12	88363816	88433176
91298	12	88419268	88453937
80184	12	88432790	88545993
160418	12	88526073	88603664
4254	12	88876570	88984250
1848	12	89731837	89756296
282809	12	89803495	89930039
8693	12	89903189	89928583
100528030	12	89903189	89930039
490	12	89971826	90113130
196477	12	91335992	91358953
1833	12	91347456	91408803
11081	12	91434268	91462131
4060	12	91487232	91515542
1634	12	91529035	91586806
256021	12	92368752	92546447
694	12	92524054	92549673
574016	12	92803870	92831924
574028	12	92805307	92834778
338809	12	93086619	93112325
440107	12	93105122	93176231
8411	12	93156285	93333107
11163	12	93761701	93807024
7334	12	93792088	93846026
28977	12	93851266	93907548
8835	12	93953598	93980521
8738	12	94061121	94299530
10154	12	94532499	94711451
51134	12	94692056	94863764
57458	12	94950900	95054324
55967	12	95355104	95407489
7181	12	95404005	95477404
55785	12	95460525	95621240
55591	12	95601522	95706566
10988	12	95857822	95919615
84101	12	95900336	95955278
59277	12	96041583	96194565
6636	12	96242709	96270238
120935	12	96250826	96346428
144193	12	96327071	96372370
3034	12	96356440	96400143
4048	12	96384531	96447298
2004	12	96578207	96671606
5128	12	96662039	96804366
144535	12	96956648	97279333
121441	12	97291001	97357474
7112	12	98899351	98954157
5250	12	98977403	99005778
121457	12	98997182	99048829
317	12	99029078	99139211
56899	12	99118569	100388512
196472	12	100031528	100053892
23074	12	100412233	100546642
64431	12	100583865	100628202
120863	12	100587447	100670857
55681	12	100650918	100745502
246213	12	100740857	100825837
9971	12	100857486	100967645
283431	12	100957446	101030657
121601	12	101123841	101532419
160728	12	101539994	101614016
27340	12	101663905	101790397
400	12	101776894	101812192
121599	12	101859133	101890954
4604	12	101978709	102089658
56994	12	102081417	102132852
50511	12	102112426	102143474
79158	12	102129275	102234645
55332	12	102261105	102327401
51019	12	102396717	102465902
79023	12	102457967	102524025
55010	12	102503956	102601298
5367	12	102580237	102601614
3479	12	102779645	102885563
5053	12	103222104	103321381
429	12	103341452	103364294
374470	12	103621369	103899788
55576	12	103971069	104170502
51559	12	104156081	104244975
7184	12	104314112	104351708
728568	12	104333980	104360993
6996	12	104349593	104392656
83468	12	104372762	104467961
29915	12	104448236	104510302
4801	12	104500858	104542040
7296	12	104599537	104754085
493861	12	104687510	104708983
50515	12	104840692	105165792
84102	12	105186331	105362476
121053	12	105370098	105398505
160428	12	105403562	105488341
23325	12	105491492	105572912
55198	12	105557075	105640008
387882	12	105714414	105775296
9891	12	106447125	106543811
10970	12	106621659	106651713
255394	12	106686570	106751365
55703	12	106741436	106913976
5992	12	106966685	107166582
55188	12	107158077	107293094
90488	12	107337298	107377813
80298	12	107361069	107390944
1407	12	107375142	107497635
121551	12	107702197	108063419
11137	12	108069590	108116257
11108	12	108116643	108165049
121549	12	108158162	108180421
9671	12	108513511	108654314
1240	12	108671821	108743094
11153	12	108899051	108923380
9733	12	108905991	108965165
23479	12	108945239	108973160
338773	12	108973622	109001894
6404	12	109005671	109037735
23603	12	109028885	109135326
54434	12	109166466	109261359
1610	12	109263806	109304710
55530	12	109294658	109382453
84749	12	109480380	109535831
121642	12	109515993	109541436
7374	12	109525399	109558798
32	12	109544222	109716031
121643	12	109705783	109757025
283446	12	109816439	109896176
83892	12	109876460	109925165
89910	12	109905215	109984510
326625	12	109981520	110021358
4598	12	110001500	110045071
84915	12	110142187	110218312
59341	12	110210892	110281212
51228	12	110278748	110328293
84260	12	110328079	110365874
9815	12	110357607	110444194
88455	12	110426974	110487237
400073	12	110455401	110515500
28981	12	110552140	110666600
488	12	110709032	110798898
51434	12	110800705	110851535
10094	12	110862695	110898222
51184	12	110880291	110916667
29902	12	110896232	110938192
51699	12	110919330	110949916
144715	12	110930005	110983952
160760	12	110962237	111031064
79600	12	111041832	111096935
84329	12	111076491	111140276
5501	12	111147613	111190783
160762	12	111274757	111355339
4633	12	111338623	111368404
23316	12	111461828	111798358
144717	12	111788455	111816925
10019	12	111833720	111899427
6311	12	111880018	112047480
8315	12	112069950	112133790
80724	12	112113857	112204911
217	12	112194691	112257789
8550	12	112270032	112341228
89894	12	112359086	112461023
10961	12	112441152	112471024
80018	12	112454493	112556826
10906	12	112553349	112601408
283450	12	112587992	112830113
6128	12	112832994	112866647
5781	12	112846536	112957717
22895	12	113219343	113346686
4938	12	113334739	113367712
4940	12	113366249	113421056
4939	12	113406274	113459528
1840	12	113484514	113545833
8437	12	113526624	113584044
387885	12	113577543	113607081
79039	12	113584978	113633284
84934	12	113613342	113640169
115811	12	113623246	113669086
53373	12	113649260	113746390
80024	12	113726571	113782934
196463	12	113786371	113837458
10993	12	113820250	113851692
113675	12	113850042	113886081
64211	12	113890694	113919877
9904	12	114244543	114414176
6910	12	114781735	114856247
6926	12	115098059	115131969
23389	12	116386381	116724991
643246	12	116987186	117024425
79794	12	117141289	117185868
84900	12	117166096	117301436
8739	12	117288225	117329232
26259	12	117338756	117478953
54997	12	117466728	117547251
23014	12	117571278	117638305
4842	12	117635921	117809607
283455	12	117880817	118416399
5985	12	118444506	118480044
55884	12	118460492	118509979
54621	12	118491398	118551810
5037	12	118563668	118593390
51347	12	118577606	118820750
64426	12	118804358	118865840
84530	12	119409300	119610856
26353	12	119606595	119642551
160777	12	119762517	119988852
387890	12	120021264	120089861
5564	12	120095669	120129429
11113	12	120113595	120325095
92558	12	120417648	120542299
11021	12	120522899	120564643
10985	12	120555014	120642513
6175	12	120624502	120649014
5829	12	120638242	120713574
23409	12	120720002	120761045
5319	12	120749914	120775592
4440	12	120769133	120816983
1337	12	120865893	120888545
51499	12	120871764	120894215
283459	12	120874241	120911556
8683	12	120889471	120917558
8655	12	120897660	120946298
84274	12	120931082	120976964
9921	12	120962132	121025397
51367	12	121006848	121029201
9478	12	121068422	121115129
9761	12	121114949	121149667
84747	12	121138238	121171443
35	12	121153544	121187811
121665	12	121190313	121352155
6927	12	121405861	121450315
64897	12	121430835	121464300
8638	12	121448095	121487045
5027	12	121560622	121634439
5025	12	121637664	121681909
10645	12	121665495	121746111
51433	12	121736048	121802012
80196	12	121827886	121872155
84678	12	121856899	122029110
84876	12	122054455	122089946
283385	12	122079024	122120531
144404	12	122140658	122229974
54509	12	122205660	122241594
23067	12	122231879	122280562
3242	12	122267433	122336517
5715	12	122316637	122365771
144406	12	122346463	122451839
605	12	122449861	122509950
254050	12	122642266	122698018
386653	12	122646577	122668746
79369	12	122678228	122702677
56616	12	122682209	122722081
65082	12	122704111	122761068
6249	12	122745981	122917179
55596	12	122946146	122995543
65117	12	122979190	123021560
9735	12	123001796	123120947
338442	12	123175840	123204392
8843	12	123189303	123211439
27198	12	123202153	123225129
8562	12	123227371	123265953
84660	12	123249056	123321927
9026	12	123309045	123357508
79720	12	123339875	123390712
23457	12	123395498	123461056
79676	12	123449354	123474588
51329	12	123454607	123477460
57605	12	123458027	123645376
10198	12	123630943	123727785
91574	12	123707844	123752651
8099	12	123735517	123766863
55206	12	123763656	123859756
100293704	12	123838046	123860336
387893	12	123858704	123903900
196383	12	123889936	123931264
11066	12	123932191	123960941
353116	12	123945909	124028265
10959	12	124059076	124092688
57696	12	124076650	124115482
1967	12	124095570	124128323
2967	12	124108286	124157151
79867	12	124145660	124202950
23545	12	124186865	124256302
196385	12	124236786	124430267
80212	12	124410955	124467373
144348	12	124447699	124509986
100533183	12	124447762	124810570
144347	12	124763710	124810570
9612	12	124798957	125062079
949	12	125252174	125358519
7316	12	125386192	125409587
57647	12	125421370	125483667
140707	12	125468194	125520349
65985	12	125539925	125637879
114795	12	125801162	126156915
92293	12	128741948	129202460
121260	12	129267739	129318541
144423	12	129327985	129479513
121256	12	129546271	130398212
11211	12	130637004	130660285
9271	12	130812433	130866877
23504	12	130870681	131210828
2054	12	131264145	131333819
5901	12	131346617	131372220
283383	12	131428452	131636010
100996701	12	132138222	132158963
6433	12	132185632	132294283
4326	12	132302941	132346316
8408	12	132369279	132417707
80324	12	132403745	132438406
57634	12	132424465	132575011
317781	12	132611139	132638880
79050	12	132618993	132646986
100129528	12	133039334	133060840
57666	12	133057041	133171774
100996573	12	133118616	133141872
100507055	12	133169672	133197229
